"FECH","ADUANA","PAIS","CODPAI","CODSALI1","CODSAL","DEPTO2","VIA4","BANDERA4","REGIMEN4","MODALI4","FORPAGO4","CERORI3","SISESP","POSARA","DEPTO4","UNIDAD4","CODUNI4","CANTIDA4","PBK","PNK","FOBDOL4","FOBPES4","AGRENA4","FLETES4","SEGURO4","OTROSG4"
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6204520000,5,11,"U",7,2.91,2.57,35,90950.65,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6110200000,5,11,"U",58,14.7,13.1,290,753591.1,0,0,0,0
408,11,27,"ABW",11,"MDE",5,4,169,1,4,2,8,2,9805000000,5,11,"U",1,582,530,1,2598.59,0,0,0,0
408,11,493,"MEX",11,"MDE",5,1,221,1,2,2,8,2,9023000090,5,11,"U",150,51,50,30,77957.7,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1806310090,5,33,"KG",0,18.16,16.34,31,80556.29,0,0,0,0
408,11,647,"DOM",11,"MDE",5,4,580,1,2,2,8,2,6109909000,5,11,"U",69,17.46,15.82,69,179302.71,0,0,0,0
408,11,647,"DOM",11,"MDE",5,4,580,1,2,2,8,2,6206300000,5,11,"U",57,14.42,13.06,57,148119.63,0,0,0,0
408,11,647,"DOM",11,"MDE",5,4,580,1,2,2,8,2,6204620000,5,11,"U",32,8.09,7.33,32,83154.88,0,0,0,0
408,11,647,"DOM",11,"MDE",5,4,580,1,2,2,8,2,6204520000,5,11,"U",8,2.03,1.84,8,20788.72,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1806320090,5,33,"KG",0,19.76,17.79,44.8,116416.83,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1905320000,5,33,"KG",0,17.21,15.49,33,85753.47,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1806900090,5,33,"KG",0,4.74,4.27,12,31183.08,0,0,0,0
408,11,196,"CRI",11,"MDE",5,4,580,1,2,2,8,2,5703300000,5,82,"M2",58.3,83,78,718,1865787.62,0,0,0,0
408,11,249,"USA",6,"CTG",5,1,23,1,2,2,8,2,8546200000,5,11,"U",3,15,12,30,77957.7,0,0,0,0
408,11,611,"PRI",3,"BOG",5,4,573,1,2,2,8,2,6212100000,5,11,"U",52,2.6,2.48,52,135126.68,0,0,0,0
408,11,611,"PRI",3,"BOG",5,4,573,1,2,2,8,2,6108210000,5,11,"U",4,0.2,0.19,4,10394.36,0,0,0,0
408,11,611,"PRI",3,"BOG",5,4,573,1,2,2,8,2,6108220000,5,11,"U",49,2.45,2.33,49,127330.91,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,3906909090,5,33,"KG",0,108,100,100,259859,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,2104200000,5,33,"KG",0,0.8,0.5,0.02,51.97,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,2003900000,5,33,"KG",0,4.82,3,0.1,259.86,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1602410000,5,33,"KG",0,0.18,0.11,0.02,51.97,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,2008300000,5,33,"KG",0,2.54,1.58,0.02,51.97,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,405909000,5,33,"KG",0,0.8,0.5,0.02,51.97,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,2005800000,5,33,"KG",0,0.8,0.5,0.02,51.97,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1602320090,5,33,"KG",0,4.02,2.5,0.12,311.83,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1602390090,5,33,"KG",0,0.84,0.52,0.02,51.97,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1602490000,5,33,"KG",0,1.35,0.84,0.04,103.94,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1602500000,5,33,"KG",0,0.84,0.52,0.02,51.97,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,2103909000,5,33,"KG",0,4.44,2.76,0.12,311.83,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,1604190000,5,33,"KG",0,1.74,1.08,0.06,155.92,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,2001909000,5,33,"KG",0,1.6,1,0.04,103.94,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,2008201000,5,33,"KG",0,3.22,2,0.04,103.94,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,589,1,2,2,8,2,9403600000,5,11,"U",1,61,22.5,35,90950.65,0,0,0,0
408,11,628,"GBR",11,"MDE",5,4,47,1,2,2,8,2,3924109000,5,11,"U",8000,16.76,15,8,20788.72,0,0,0,0
408,11,628,"GBR",11,"MDE",5,4,47,1,2,2,8,2,6506990000,5,11,"U",20,14.53,13,7,18190.13,0,0,0,0
408,11,628,"GBR",11,"MDE",5,4,47,1,2,2,8,2,6109100000,5,11,"U",50,41.34,37,20,51971.8,0,0,0,0
408,11,628,"GBR",11,"MDE",5,4,47,1,2,2,8,2,3926909090,5,33,"KG",0,146.37,131,70,181901.3,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,580,1,2,2,8,2,6306290000,5,11,"U",1,85,57.5,161,418372.99,0,0,0,0
408,11,538,"NOR",3,"BOG",5,4,445,1,2,2,8,2,2005200000,5,33,"KG",0,1.74,0.79,2,5197.18,0,0,0,0
408,11,538,"NOR",3,"BOG",5,4,445,1,2,2,8,2,2007100000,5,33,"KG",0,4.8,2.18,5.48,14240.27,0,0,0,0
408,11,538,"NOR",3,"BOG",5,4,445,1,2,2,8,2,2007999100,5,33,"KG",0,19.51,8.87,47.12,122445.56,0,0,0,0
408,11,538,"NOR",3,"BOG",5,4,445,1,2,2,8,2,2008201000,5,33,"KG",0,3.78,1.72,5.74,14915.91,0,0,0,0
408,11,538,"NOR",3,"BOG",5,4,445,1,2,2,8,2,2008920000,5,33,"KG",0,1.74,0.79,2.3,5976.76,0,0,0,0
408,11,538,"NOR",3,"BOG",5,4,445,1,2,2,8,2,2008992000,5,33,"KG",0,5.5,2.5,10.87,28246.67,0,0,0,0
408,11,538,"NOR",3,"BOG",5,4,445,1,2,2,8,2,2104102000,5,33,"KG",0,3.94,1.79,6.26,16267.17,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,4202210000,5,11,"U",1,0.87,0.68,3,7795.77,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,4202220000,5,11,"U",2,1.74,1.36,6,15591.54,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6106100000,5,11,"U",4,3.47,2.71,12,31183.08,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6110309000,5,11,"U",2,1.74,1.36,6,15591.54,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6204320000,5,11,"U",2,1.74,1.36,6,15591.54,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6204390000,5,11,"U",2,1.74,1.36,4,10394.36,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6204520000,5,11,"U",1,0.87,0.68,3,7795.77,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6204590000,5,11,"U",1,0.87,0.68,3,7795.77,0,0,0,0
